diffusion_input,diffusion_output_heat,diffusion_output_rank,name,selected,shared name
0,1.48520152945016E-08,19705,TRIM61,false,TRIM61
0,0.00484213625361084,1947,NABP2,true,NABP2
0,3.7146494593542E-05,15333,IQCA1P1,false,IQCA1P1
0,6.35143018032013E-05,13812,ABHD17C,false,ABHD17C
0,0.000216411971682768,10322,CNPY3,false,CNPY3
0,0.000212288742003417,10368,WSB1,false,WSB1
0,0.00564432806188305,1488,SETD1A,true,SETD1A
0,7.04825407252321E-05,13492,MYOT,false,MYOT
0,0.00194457247984295,5503,C10orf71,false,C10orf71
0,8.42183734751269E-05,12955,TNFRSF18,false,TNFRSF18
0,0.000665166882730885,8504,NABP1,false,NABP1
0,1.42501247740424E-05,17655,SAMD8,false,SAMD8
0,9.13093945609508E-06,18527,OR13C4,false,OR13C4
0,0.00276566255424998,4080,ZNF592,false,ZNF592
0,0.00286585668697006,3963,ACOT1,false,ACOT1
0,0.000171187984814314,10885,CST9L,false,CST9L
0,2.87732018264034E-05,16000,SNORD28,false,SNORD28
0,0.0044969521204593,2206,SIN3B,false,SIN3B
0,0.000185297581745876,10690,SLC22A2,false,SLC22A2
0,0.00493662803127249,1869,ZNF687,true,ZNF687
0,3.0090597609626E-05,15891,SLC17A9,false,SLC17A9
0,1.15438460424554E-06,19494,PPAPDC1B,false,PPAPDC1B
0,7.11521174688491E-05,13468,STOX1,false,STOX1
0,1.34011296146186E-05,17742,CFAP70,false,CFAP70
0,2.68719887320188E-05,16161,ZNF18,false,ZNF18
0,0.0016930793160369,6553,ACTG2,false,ACTG2
0,0.00159466220884383,6820,EPHX1,false,EPHX1
0,0.00325723590483349,3485,ARHGAP25,false,ARHGAP25
0,0.000252848630094276,9953,PNMA5,false,PNMA5
0,6.37459277313337E-05,13802,C9orf85,false,C9orf85
0,0.00187506710145747,5844,PRLR,false,PRLR
0,6.58162856269111E-05,13706,ZNF761,false,ZNF761
0,0.000273026616048666,9810,MTMR2,false,MTMR2
0,0.00527989979420399,1652,SBF1,true,SBF1
0,7.23755553651411E-05,13419,ZNF14,false,ZNF14
0,0.0014436479982757,7203,PHF11,false,PHF11
0,0.000241973815624101,10039,PALM2-AKAP2,false,PALM2-AKAP2
0,0.000168051051747089,10933,LAMC3,false,LAMC3
0,0.00036149073882487,9313,MADD,false,MADD
0,0.000139182024617145,11475,POLR3GL,false,POLR3GL
0,3.89040167578976E-05,15214,LOC728763,false,LOC728763
0,1.41506437832702E-05,17668,ESX1,false,ESX1
0,2.94500318898204E-05,15952,UGT2A3,false,UGT2A3
0,0.00331756521194019,3389,GLI1,false,GLI1
0,0.00393412253093769,2588,YES1,false,YES1
0,9.33042323653977E-05,12636,FBXO33,false,FBXO33
0,4.31787348160996E-05,14924,PLEKHM2,false,PLEKHM2
0,4.99234158010249E-07,19527,FAM90A5P,false,FAM90A5P
0,0.00356623536985028,3025,KATNB1,false,KATNB1
0,0.000392238144123177,9208,SOX10,false,SOX10
0,2.39502617100881E-08,19696,UGT2A2,false,UGT2A2
0,4.99234158010249E-07,19526,FAM90A26,false,FAM90A26
