diffusion_input,diffusion_output_heat,diffusion_output_rank,name,selected,shared name
0,1.14798079679207E-08,19705,TRIM61,false,TRIM61
0,0.000854106598055909,7967,NABP2,false,NABP2
0,3.7077775250819E-05,15194,IQCA1P1,false,IQCA1P1
0,6.04270927976215E-05,13741,ABHD17C,false,ABHD17C
0,0.000191416436759459,10316,CNPY3,false,CNPY3
0,0.000198745664638192,10200,WSB1,false,WSB1
0,0.00492569281614821,1723,SETD1A,false,SETD1A
0,6.34133345582148E-05,13592,MYOT,false,MYOT
0,0.00194618845581086,5209,C10orf71,false,C10orf71
0,8.26808045214384E-05,12750,TNFRSF18,false,TNFRSF18
0,0.000653700925960724,8241,NABP1,false,NABP1
0,1.68369912308935E-05,17105,SAMD8,false,SAMD8
0,1.00960138324646E-05,18329,OR13C4,false,OR13C4
0,0.00272056676349938,3830,ZNF592,false,ZNF592
0,0.00282580805136691,3724,ACOT1,false,ACOT1
0,0.000145148725068168,11032,CST9L,false,CST9L
0,3.21656424666523E-05,15589,SNORD28,false,SNORD28
0,0.0028258056069296,3725,SIN3B,false,SIN3B
0,0.000169423793713356,10602,SLC22A2,false,SLC22A2
0,0.00193849296354,5246,ZNF687,false,ZNF687
0,2.85075062494283E-05,15893,SLC17A9,false,SLC17A9
0,2.47487890720607E-06,19318,PPAPDC1B,false,PPAPDC1B
0,7.78099450223126E-05,12936,STOX1,false,STOX1
0,1.38229969941564E-05,17625,CFAP70,false,CFAP70
0,2.68664765153597E-05,16038,ZNF18,false,ZNF18
0,0.00117794758053388,7523,ACTG2,false,ACTG2
0,0.00158605936384766,6552,EPHX1,false,EPHX1
0,0.000211850611725765,10057,ARHGAP25,false,ARHGAP25
0,0.000247791695465855,9711,PNMA5,false,PNMA5
0,6.33379450489719E-05,13596,C9orf85,false,C9orf85
0,0.00186168223628778,5600,PRLR,false,PRLR
0,5.53173955300244E-05,14018,ZNF761,false,ZNF761
0,0.00025463492204789,9654,MTMR2,false,MTMR2
0,0.00647912099307787,1043,SBF1,false,SBF1
0,6.66953395200565E-05,13452,ZNF14,false,ZNF14
0,0.00151133142937274,6833,PHF11,false,PHF11
0,0.000220231263122212,9957,PALM2-AKAP2,false,PALM2-AKAP2
0,0.000159882072897712,10769,LAMC3,false,LAMC3
0,0.000335743527681799,9120,MADD,false,MADD
0,0.000134556408929125,11280,POLR3GL,false,POLR3GL
0,3.55737938148679E-05,15297,LOC728763,false,LOC728763
0,1.43836521027102E-05,17396,ESX1,false,ESX1
0,3.50075914992249E-05,15345,UGT2A3,false,UGT2A3
0,0.00254196866009079,3989,GLI1,false,GLI1
0,0.00439427717284489,2097,YES1,false,YES1
0,0.000101496067265399,12099,FBXO33,false,FBXO33
0,4.94855602561611E-05,14355,PLEKHM2,false,PLEKHM2
0,4.92039327717129E-07,19522,FAM90A5P,false,FAM90A5P
0,0.00355591518870196,2796,KATNB1,false,KATNB1
0,0.000380765275777334,8941,SOX10,false,SOX10
0,2.80823314969414E-08,19689,UGT2A2,false,UGT2A2
0,4.92039327717129E-07,19521,FAM90A26,false,FAM90A26
0,4.02886267880515E-05,14931,TGIF2-C20orf24,false,TGIF2-C20orf24
0,2.47919707351008E-05,16235,CYP4F12,false,CYP4F12
0,5.33844165907544E-05,14137,CACNA1B,false,CACNA1B
0,0.00702378698141503,874,HMGB1,false,HMGB1
0,0.0028133541083115,3736,GTF2E2,false,GTF2E2
0,0.00266480541192479,3873,SIGLEC6,false,SIGLEC6
0,0.000109185718291912,11892,SETD4,false,SETD4
0,3.29179929731812E-05,15527,ENTPD3,false,ENTPD3
0,0.000128368916426359,11410,SLC43A3,false,SLC43A3
0,0.000418199201794224,8815,NUDT19,false,NUDT19
0,4.25405413086707E-05,14768,C6orf58,false,C6orf58
0,6.13268967311673E-05,13700,ENTPD5,false,ENTPD5
0,0.00249735194489512,4041,TAF4,false,TAF4
0,0.000252962234048908,9671,BIRC7,false,BIRC7
0,1.68235280404681E-05,17115,TMEM190,false,TMEM190
0,0.00320712929704897,3300,TAF7,false,TAF7
0,3.53415321597993E-05,15318,CD69,false,CD69
0,0.000112137075334612,11816,TAF7L,false,TAF7L
0,4.46634461651224E-05,14634,FCRL5,false,FCRL5
0,1.87562311768237E-05,16838,SBDSP1,false,SBDSP1
0,0.00363247820545236,2689,COL6A1,false,COL6A1
0,0.000100434298205801,12149,GRAMD1C,false,GRAMD1C
0,1.38228071946069E-06,19473,LOC100506688,false,LOC100506688
0,0.000849234296789089,7976,SLC25A4,false,SLC25A4
0,0.00143415888927739,7040,FLRT1,false,FLRT1
0,4.3423362256106E-05,14712,TMEM184C,false,TMEM184C
0,4.32458943990244E-05,14728,SCGB1A1,false,SCGB1A1
0,0.00193512933447369,5258,PCDHB7,false,PCDHB7
0,0.0068923577195509,917,TRRAP,false,TRRAP
0,0.00193435922743866,5263,MAP2K4,false,MAP2K4
0,0.00024404989671253,9746,FAM162A,false,FAM162A
0,0.00234993647948085,4206,SUPT3H,false,SUPT3H
0,0.00362578582432352,2697,FLNC,false,FLNC
0,9.70707573325641E-06,18378,FGF18,false,FGF18
0,0.000172756973350163,10551,MYPN,false,MYPN
0,0.0026714852939786,3865,ZER1,false,ZER1
0,3.81359768633147E-05,15098,CRYGD,false,CRYGD
0,0.00224082095253082,4362,ACTN2,false,ACTN2
0,0.00138666748036185,7155,STRADB,false,STRADB
0,8.42749967627036E-05,12683,KLHDC7B,false,KLHDC7B
0,0.0013472963088831,7248,ACVR1,false,ACVR1
0,0.00197562428219661,5085,FNTA,false,FNTA
0,2.1369947946204E-05,16555,GPR116,false,GPR116
0,0.00151888568042787,6797,HEPACAM2,false,HEPACAM2
1,0.693374792797727,96,GATA2,false,GATA2
0,0.0134275275994491,193,PML,false,PML
0,0.0106019923525466,324,RPA2,false,RPA2
1,0.487771990683774,116,STAT3,false,STAT3
0,0.00418967454829844,2230,ARF1,false,ARF1
0,0.00174195385998618,6027,H2AFZ,false,H2AFZ
0,0.0017505085354584,5993,GGA3,false,GGA3
0,0.000515366364264924,8572,S100A10,false,S100A10
0,0.000600425351598129,8361,ARF3,false,ARF3
0,0.00166559580204555,6267,ARFIP2,false,ARFIP2
0,0.00421327759399202,2213,HIST1H3E,false,HIST1H3E
0,0.000599440580121466,8364,LOC388882,false,LOC388882
0,0.0034093721689308,2997,ARFIP1,false,ARFIP1
0,0.00101493283448413,7769,XRN1,false,XRN1
0,0.000288465966429711,9397,MSTO1,false,MSTO1
0,0.00353696245980068,2819,ALDOA,false,ALDOA
0,2.06185468876296E-06,19361,ADAMTS14,false,ADAMTS14
0,0.00195240402973963,5186,VWCE,false,VWCE
0,2.91512251702224E-05,15848,HSBP1L1,false,HSBP1L1
0,0.00725429077403271,818,APP,false,APP
0,0.00464590252970426,1927,APPBP2,false,APPBP2
0,0.00197852075334039,5073,EGFL8,false,EGFL8
0,0.000738713989906338,8110,PAK1IP1,false,PAK1IP1
0,5.24428808036229E-05,14207,MAGEB1,false,MAGEB1
0,0.00164397988816601,6330,APLP1,false,APLP1
0,0.00329936854303222,3166,DAB1,false,DAB1
0,9.21286672073094E-05,12430,CD33,false,CD33
0,0.00016492123617608,10693,CITED2,false,CITED2
0,0.00363680045934294,2681,TFAP2A,false,TFAP2A
0,0.00014402896699251,11064,EFNA2,false,EFNA2
0,0.0146007785870483,163,EP300,false,EP300
0,0.0050862029633774,1609,APOB,false,APOB
0,0.00196727111134471,5119,PLXNA4,false,PLXNA4
0,5.63741526274289E-05,13967,MTTP,false,MTTP
0,6.41078885076879E-06,18786,CDR1,false,CDR1
0,5.57550851218621E-05,14002,MASP2,false,MASP2
0,2.73226284561471E-06,19301,LINC00523,false,LINC00523
0,2.38672465724737E-05,16335,POU6F1,false,POU6F1
0,2.27847592849989E-05,16430,ECHDC3,false,ECHDC3
0,0.00471634624494292,1886,ARRB2,false,ARRB2
0,0.000139602872297553,11169,ALG8,false,ALG8
0,0.000133227053247489,11300,MASP1,false,MASP1
0,0.00167387885995244,6246,KCNAB3,false,KCNAB3
0,0.0020574295456056,4771,SLC12A4,false,SLC12A4
0,0.00199543645865982,5005,RALGDS,false,RALGDS
0,1.85396352989406E-05,16880,ZSCAN10,false,ZSCAN10
0,7.54796048936458E-05,13049,KLK8,false,KLK8
0,3.43635686635983E-05,15401,C2orf76,false,C2orf76
0,0.000222711995732772,9935,CSF1R,false,CSF1R
0,0.00305803234934736,3480,DLG5,false,DLG5
0,0.00155563507786986,6670,DUS1L,false,DUS1L
0,0.0109486369634771,299,GRB2,false,GRB2
0,6.86488186032906E-06,18729,SLC25A47,false,SLC25A47
0,0.00282687592707834,3723,PRRC2A,false,PRRC2A
0,6.85711278682282E-05,13357,CACNB1,false,CACNB1
0,0.00203329817531311,4865,LSM1,false,LSM1
0,0.00213256140897171,4560,NARS,false,NARS
0,9.51171336297054E-05,12327,HTR3C,false,HTR3C
0,0.00213606987313066,4554,GOLGA5,false,GOLGA5
0,0.00169534775192342,6170,ZC3HC1,false,ZC3HC1
0,9.6750484353091E-05,12269,SLC4A1,false,SLC4A1
0,0.00458457556828849,1976,BBX,false,BBX
0,0.00321311916678126,3290,SLC4A1AP,false,SLC4A1AP
