diffusion_input,diffusion_output_heat,diffusion_output_rank,name,selected,shared name
0,7.84803127975671E-05,18452,MORF4L1P2,false,MORF4L1P2
0,0.00053592892580476,14281,APOA5,false,APOA5
0,0.00052384433657831,14333,NAIF1,false,NAIF1
0,0.00038283201607918,15185,CLEC1A,false,CLEC1A
0,0.00139105171787398,11174,UBE3D,false,UBE3D
0,0.00168993631214565,10462,DTX1,false,DTX1
0,0.0036633292774806,7575,SCN3B,false,SCN3B
0,0.000203946518838082,16664,ERICH4,false,ERICH4
0,0.000401405645858454,15064,WNT7B,false,WNT7B
0,0.0121364296658765,744,PPP2R4,true,PPP2R4
0,0.00712563267786019,3944,DTX3L,false,DTX3L
0,0.013105950882519,560,TGM1,true,TGM1
0,0.00694894636238809,4123,VWA9,false,VWA9
0,0.00448631873831361,6722,TDP1,false,TDP1
0,0.0066928455610718,4376,PARP9,false,PARP9
0,0.000181428090648169,16895,ADHFE1,false,ADHFE1
0,0.00664055348357981,4427,MAT2B,false,MAT2B
0,0.00880798436666676,2420,MAT2A,false,MAT2A
0,7.5255036137092E-05,18691,LOC100128429,false,LOC100128429
0,0.00777277172168005,3322,ANK2,false,ANK2
0,0.0108351028094588,1156,GUSBP5,true,GUSBP5
0,0.000838752969741786,12907,PLA2G12A,false,PLA2G12A
0,0.00907527647284495,2210,USP34,false,USP34
0,0.00754413792183265,3548,SIGMAR1,false,SIGMAR1
0,0.00117609029235083,11770,SLC6A3,false,SLC6A3
0,0.00902179417324323,2248,NKIRAS1,false,NKIRAS1
0,0.00252355384137303,9004,IREB2,false,IREB2
0,0.0132077676158442,541,NFKBIB,true,NFKBIB
0,0.00551142545833592,5627,NNT,false,NNT
0,0.00177724720117043,10299,ALDH5A1,false,ALDH5A1
0,0.000880371924107037,12752,IL9R,false,IL9R
0,0.00200497038988944,9820,FRMD4A,false,FRMD4A
0,0.0177498912296025,225,ZDHHC12,true,ZDHHC12
0,0.00681974659471102,4248,KLF9,false,KLF9
0,0.00204951497404597,9747,RAB32,false,RAB32
0,0.00716891568391276,3902,WDR86,false,WDR86
0,0.0066137456081994,4448,MRPL37,false,MRPL37
0,0.00293980332964537,8431,AKAP2,false,AKAP2
0,0.000958812299129172,12448,AKAP6,false,AKAP6
0,0.000388889700916216,15144,EPHA10,false,EPHA10
0,0.00328316629471672,8034,HLA-DOB,false,HLA-DOB
0,0.00967892933557419,1774,NAA40,true,NAA40
0,0.0027402435700534,8696,CAPG,false,CAPG
0,0.00178202230506176,10286,AKAP7,false,AKAP7
0,0.000300317384178753,15779,PNPLA3,false,PNPLA3
0,0.00589998435251914,5177,PRKAR2A,false,PRKAR2A
0,9.96519298155656E-05,17918,ECM2,false,ECM2
0,0.00287011138982158,8520,ACTR8,false,ACTR8
0,0.000114120802570963,17683,SNORD6,false,SNORD6
0,0.00732829485692912,3762,MAOB,false,MAOB
0,0.00189501385323647,10054,KLHL14,false,KLHL14
0,0.00150160965743067,10886,ADORA2B,false,ADORA2B
0,0.00103981902234065,12172,KRTAP10-11,false,KRTAP10-11
0,0.000668749567268873,13636,LOC100507703,false,LOC100507703
0,0.00424348150528202,6954,RAB23,false,RAB23
0,0.00820204168639334,2919,HMGCS1,false,HMGCS1
0,0.004919134078283,6256,PAIP1,false,PAIP1
0,0.00280768314665306,8604,KRTAP19-7,false,KRTAP19-7
0,0.000325908455308255,15598,CCM2L,false,CCM2L
0,0.00127811100634703,11492,GUCY1B3,false,GUCY1B3
0,0.00361462035240151,7620,FAM171A2,false,FAM171A2
0,0.000490089272482583,14520,PPAP2A,false,PPAP2A
0,0.0077807009670145,3315,RGPD1,false,RGPD1
0,0.000111162393054205,17744,ZNF500,false,ZNF500
0,0.000114120802570963,17682,LOC642852,false,LOC642852
0,0.000358572989690498,15356,CCSAP,false,CCSAP
0,0.00271078988938921,8734,NOS3,false,NOS3
0,0.0113435668716394,977,LNPEP,true,LNPEP
0,0.00105549831628938,12111,BCAT2,false,BCAT2
0,0.00453918984291844,6667,KIF2B,false,KIF2B
0,0.00425490066894636,6946,FBLIM1,false,FBLIM1
0,0.00645358376720667,4606,FERMT2,false,FERMT2
0,0.000381732319828455,15189,CCRL2,false,CCRL2
0,0.00245174461389359,9118,INSRR,false,INSRR
0,0.00464961336854883,6544,MYLK2,false,MYLK2
0,0.000633592870638111,13811,CES1,false,CES1
0,0.00896319405478349,2295,TPP1,false,TPP1
0,0.000937805201200429,12521,PLAC9,false,PLAC9
0,0.000190107343976203,16806,TSGA13,false,TSGA13
0,0.000507119294620467,14425,SAC3D1,false,SAC3D1
0,0.000627088061459591,13842,CLIC2,false,CLIC2
0,0.000114120802570963,17681,SNHG6,false,SNHG6
0,0.0049829457489641,6182,TRAPPC2,false,TRAPPC2
0,0.00487094919627705,6311,TMBIM6,false,TMBIM6
0,9.17752649029522E-05,18040,MEIG1,false,MEIG1
0,0.000589491971742473,14000,C1orf122,false,C1orf122
0,0.00101739518269445,12249,ADRA2C,false,ADRA2C
0,0.0012833336154451,11468,ADAMTS12,false,ADAMTS12
0,0.00542444535410886,5716,GFER,false,GFER
0,0.000297579161336884,15801,ADRA2B,false,ADRA2B
0,0.00104567116138726,12149,MUC20,false,MUC20
0,0.00511816042677023,6034,EI24,false,EI24
0,0.00258238588264125,8915,HELZ2,false,HELZ2
0,0.00376672165661398,7447,PCBP3,false,PCBP3
0,0.00714209614617651,3924,INTS12,false,INTS12
0,0.00103394372813419,12191,CACNG1,false,CACNG1
0,0.010870742937564,1146,TIRAP,true,TIRAP
0,9.96519298155656E-05,17917,DNM1P34,false,DNM1P34
0,0.00939241913421334,1957,INTS10,true,INTS10
0,0.00975947583567835,1720,INTS9,true,INTS9
0,0.000148137845567489,17303,IGHV1-18,false,IGHV1-18
0,0.0126462270612601,641,INTS8,true,INTS8
0,0.000114120802570963,17680,NDUFC1,false,NDUFC1
0,0.000595873040783331,13962,VWA3B,false,VWA3B
0,0.00771913629145074,3374,ZNF197,false,ZNF197
0,8.98261622648278E-05,18073,RBMY1E,false,RBMY1E
0,0.00727616958003368,3808,INTS6,false,INTS6
0,0.00336063531647557,7941,NME1-NME2,false,NME1-NME2
0,0.00115601553085804,11823,TMED6,false,TMED6
0,0.0072127430035409,3873,INTS5,false,INTS5
0,0.00926225074503448,2049,HTR2A,false,HTR2A
0,5.17806304062009E-05,19217,FAM72A,false,FAM72A
0,5.92980625303281E-05,19072,IGHV3-30,false,IGHV3-30
0,0.0100990668277316,1509,SLFN11,true,SLFN11
0,0.00739824252398851,3690,INTS2,false,INTS2
0,0.000114120802570963,17679,SNORA4,false,SNORA4
0,0.00369963704898375,7528,CAGE1,false,CAGE1
0,0.000415182481313733,14970,TPM3P4,false,TPM3P4
0,0.0043960269880562,6810,CAST,false,CAST
0,0.000492515474531931,14508,TBC1D13,false,TBC1D13
0,0.000114120802570963,17678,SNORD31,false,SNORD31
0,0.00320360584938624,8132,ERLEC1,false,ERLEC1
0,0.0104521085789163,1325,NACA,true,NACA
0,0.000167438564922719,17051,LINC00493,false,LINC00493
0,0.0105842963327537,1266,MAGEA9,true,MAGEA9
0,5.92980625303281E-05,19071,IGHV3-13,false,IGHV3-13
0,0.000336184806755276,15505,CALB1,false,CALB1
0,8.78178305920287E-06,19610,C18orf42,false,C18orf42
0,0.00134999284016885,11277,ZNF74,false,ZNF74
0,0.0112270211449428,1010,HEMGN,true,HEMGN
0,0.00150153583006136,10887,SNRPGP15,false,SNRPGP15
0,0.00167775240774485,10490,DTYMK,false,DTYMK
0,0.000114120802570963,17677,SNORD2,false,SNORD2
0,0.00428834596769977,6917,HSP90AB3P,false,HSP90AB3P
0,5.92980625303281E-05,19070,LOC440786,false,LOC440786
0,0.00434961563442011,6859,NUSAP1,false,NUSAP1
0,0.00338254409693838,7909,ACTR5,false,ACTR5
0,0.00156851802952245,10728,TEKT1,false,TEKT1
0,0.000761017126095955,13227,CD2,false,CD2
0,0.000692284288373231,13526,UBE2NL,false,UBE2NL
0,0.00552008565284795,5613,CD47,false,CD47
0,0.00329080336112416,8017,CAND2,false,CAND2
0,0.000450866551838185,14761,EME2,false,EME2
0,0.00242828137520302,9145,PABPC4L,false,PABPC4L
0,0.00945333121426315,1911,UBE3C,true,UBE3C
0,0.000114120802570963,17676,SNORD27,false,SNORD27
0,0.00798916040664585,3131,ANLN,false,ANLN
0,0.000186152774755897,16856,SNORD87,false,SNORD87
0,0.00457767056239952,6622,SCAF4,false,SCAF4
0,0.00571690153506046,5379,LRCH2,false,LRCH2
0,0.00661866116554621,4446,HELLS,false,HELLS
0,0.00127677422744964,11499,PLN,false,PLN
0,0.000192595485350731,16790,MIR17HG,false,MIR17HG
0,0.00665742898384485,4404,ATP2A1,false,ATP2A1
0,0.000472696323529343,14631,SLN,false,SLN
0,0.00055116598786129,14199,LRRC45,false,LRRC45
0,0.00772636578296794,3367,HMGA2,false,HMGA2
0,0.000114120802570963,17675,IRX3,false,IRX3
0,0.000638947833330797,13781,CACNB2,false,CACNB2
0,0.0054609668884526,5676,TBC1D15,false,TBC1D15
0,6.70582423658284E-05,18986,CNGA1,false,CNGA1
0,0.000116379600338499,17640,FAM200B,false,FAM200B
0,0.000208883093860832,16612,KIAA1045,false,KIAA1045
0,0.00163296217403914,10574,HECTD4,false,HECTD4
0,8.86661105287148E-05,18204,SLC24A1,false,SLC24A1
0,0.00179662781191128,10253,SDE2,false,SDE2
0,0.00368546471651838,7550,OGDHL,false,OGDHL
0,0.000991235705889936,12338,FCN1,false,FCN1
0,0.00432918768970387,6882,EDNRB,false,EDNRB
0,5.22031650046035E-05,19212,GPR83,false,GPR83
0,0.0122326392367252,720,HGF,true,HGF
0,0.00244696544123439,9124,NR1I3,false,NR1I3
0,0.00149527412370275,10907,PLAT,false,PLAT
0,7.31398450618898E-05,18726,HNRNPA1P70,false,HNRNPA1P70
0,0.00012407342235144,17563,GRAPL,false,GRAPL
0,7.5255036137092E-05,18690,NKAPP1,false,NKAPP1
0,0.000884701086336704,12732,YRDC,false,YRDC
0,0.00289188489488067,8500,SULT2A1,false,SULT2A1
0,0.0180379225308743,220,CDK3,true,CDK3
0,0.000350703885571823,15405,TEX43,false,TEX43
0,7.68979637530593E-05,18474,HNRNPA3P1,false,HNRNPA3P1
0,0.000704825483516511,13458,PLAG1,false,PLAG1
0,8.95398420452229E-05,18082,ANKRD37,false,ANKRD37
0,0.000226045127887519,16458,MROH2A,false,MROH2A
0,0.00758993169473209,3505,TACR3,false,TACR3
0,0.000781680621822305,13131,BTC,false,BTC
0,0.00196054314346445,9897,TACR1,false,TACR1
0,0.0151859592502915,335,SMCO4,true,SMCO4
0,0.00729177597278553,3793,TES,false,TES
0,0.000114120802570963,17674,SNORD5,false,SNORD5
0,0.00844844992980945,2706,SEPT4,false,SEPT4
0,0.00325758345765801,8070,GUF1,false,GUF1
0,0.00896478953224801,2292,CEP128,false,CEP128
0,0.000322500535754014,15623,SNRPD2P1,false,SNRPD2P1
0,0.000230048067016824,16425,C8orf46,false,C8orf46
0,0.000641816350058495,13766,DNAH12,false,DNAH12
0,0.000768283873472223,13187,C22orf15,false,C22orf15
0,8.68535934578216E-05,18222,UGT2B17,false,UGT2B17
