"diffusion_input","diffusion_output_heat","diffusion_output_rank","name","selected","shared name"
"0.0","9.362994305110362E-5","18154","MORF4L1P2","false","MORF4L1P2"
"0.0","4.988910579969236E-4","14530","APOA5","false","APOA5"
"0.0","6.021037992669701E-4","14029","NAIF1","false","NAIF1"
"0.0","4.0642371725749656E-4","15088","CLEC1A","false","CLEC1A"
"0.0","0.0014322831586827808","11253","UBE3D","false","UBE3D"
"0.0","0.0017437156970437763","10555","DTX1","false","DTX1"
"0.0","0.0034256044962250555","8101","SCN3B","false","SCN3B"
"0.0","1.1716301036478129E-4","17686","ERICH4","false","ERICH4"
"0.0","4.237330113355992E-4","14981","WNT7B","false","WNT7B"
"0.0","0.010432524938222679","1479","PPP2R4","true","PPP2R4"
"0.0","0.007259798198994568","4092","DTX3L","false","DTX3L"
"0.0","0.013406962910616346","511","TGM1","true","TGM1"
"0.0","0.007045829117900333","4329","VWA9","false","VWA9"
"0.0","0.004533393834616194","6866","TDP1","false","TDP1"
"0.0","0.006676831894175049","4704","PARP9","false","PARP9"
"0.0","1.2875150071465529E-4","17533","ADHFE1","false","ADHFE1"
"0.0","0.006875588085015753","4512","MAT2B","false","MAT2B"
"0.0","0.009784171936665392","1903","MAT2A","true","MAT2A"
"0.0","7.95928922026626E-5","18741","LOC100128429","false","LOC100128429"
"0.0","0.004480666769152457","6916","ANK2","false","ANK2"
"0.0","0.007789333740077113","3589","GUSBP5","false","GUSBP5"
"0.0","8.035421191831637E-4","13125","PLA2G12A","false","PLA2G12A"
"0.0","0.006042678263917776","5316","USP34","false","USP34"
"0.0","0.0076413738382025784","3715","SIGMAR1","false","SIGMAR1"
"0.0","0.001184462285900629","11877","SLC6A3","false","SLC6A3"
"0.0","0.009034821307715308","2473","NKIRAS1","false","NKIRAS1"
"0.0","0.0037695057372167835","7672","IREB2","false","IREB2"
"0.0","0.014731117289456416","374","NFKBIB","true","NFKBIB"
"0.0","0.005797686723253361","5585","NNT","false","NNT"
"0.0","0.0020111721326771777","10026","ALDH5A1","false","ALDH5A1"
"0.0","8.823767975336701E-4","12844","IL9R","false","IL9R"
"0.0","0.0020570818865927615","9946","FRMD4A","false","FRMD4A"
"0.0","0.017711870837964896","221","ZDHHC12","true","ZDHHC12"
